Skill Code,Skill Category,Grade Level,Course Name,Skill Name
W.5,Three-dimensional shapes,grade-1,Math,"Count vertices, edges, and faces"
W.6,Three-dimensional shapes,grade-1,Math,"Compare vertices, edges, and faces"
W.7,Three-dimensional shapes,grade-1,Math,Identify shapes traced from solids
W.8,Three-dimensional shapes,grade-1,Math,Identify faces of three-dimensional shapes
W.9,Three-dimensional shapes,grade-1,Math,Shapes of everyday objects I
W.10,Three-dimensional shapes,grade-1,Math,Shapes of everyday objects II
X.1,Fractions,grade-1,Math,Equal parts - halves and fourths
X.2,Fractions,grade-1,Math,"Equal parts - halves, thirds, and fourths"
X.3,Fractions,grade-1,Math,Halves
X.4,Fractions,grade-1,Math,Thirds
X.5,Fractions,grade-1,Math,Fourths
X.6,Fractions,grade-1,Math,Halves and fourths
X.7,Fractions,grade-1,Math,"Halves, thirds, and fourths"
X.8,Fractions,grade-1,Math,Simple fractions: what fraction does the shape show?
X.9,Fractions,grade-1,Math,Simple fractions: which shape matches the fraction?
X.10,Fractions,grade-1,Math,Simple fractions: parts of a group
X.11,Fractions,grade-1,Math,Fractions - word problems
X.12,Fractions,grade-1,Math,Compare fractions
X.13,Fractions,grade-1,Math,Fraction models equivalent to whole numbers
X.14,Fractions,grade-1,Math,Fractions equivalent to whole numbers
A.1,Counting and number patterns,grade-2,Math,Skip-counting
A.2,Counting and number patterns,grade-2,Math,Skip-counting stories
A.3,Counting and number patterns,grade-2,Math,Skip-counting sequences
A.4,Counting and number patterns,grade-2,Math,Counting patterns - up to 100
A.5,Counting and number patterns,grade-2,Math,Skip-counting puzzles
A.6,Counting and number patterns,grade-2,Math,Number lines - up to 100
A.7,Counting and number patterns,grade-2,Math,Hundreds chart
A.8,Counting and number patterns,grade-2,Math,"Number lines - up to 1,000"
A.9,Counting and number patterns,grade-2,Math,Even or odd
A.10,Counting and number patterns,grade-2,Math,Even or odd numbers on number lines
A.11,Counting and number patterns,grade-2,Math,Identify numbers as even or odd
A.12,Counting and number patterns,grade-2,Math,Select even or odd numbers
A.13,Counting and number patterns,grade-2,Math,Which even or odd number comes before or after?
A.14,Counting and number patterns,grade-2,Math,"Counting patterns - up to 1,000"
B.1,Comparing and ordering,grade-2,Math,Comparing numbers up to 100
B.2,Comparing and ordering,grade-2,Math,"Comparing numbers up to 1,000"
B.3,Comparing and ordering,grade-2,Math,Put numbers up to 100 in order
B.4,Comparing and ordering,grade-2,Math,"Put numbers up to 1,000 in order"
B.5,Comparing and ordering,grade-2,Math,Greatest and least - word problems - up to 100
B.6,Comparing and ordering,grade-2,Math,"Greatest and least - word problems - up to 1,000"
C.1,Names of numbers,grade-2,Math,Ordinal numbers up to 10th
C.2,Names of numbers,grade-2,Math,Writing numbers up to 100 in words - convert words to digits
C.3,Names of numbers,grade-2,Math,Writing numbers up to 100 in words - convert digits to words
C.4,Names of numbers,grade-2,Math,"Writing numbers up to 1,000 in words - convert words to digits"
C.5,Names of numbers,grade-2,Math,"Writing numbers up to 1,000 in words - convert digits to words"
C.6,Names of numbers,grade-2,Math,Ordinal numbers up to 100th
C.7,Names of numbers,grade-2,Math,Distinguishing ordinal and cardinal numbers
C.8,Names of numbers,grade-2,Math,"Roman numerals I, V, X, L"
D.1,Patterns,grade-2,Math,Repeating patterns
D.2,Patterns,grade-2,Math,Growing patterns
D.3,Patterns,grade-2,Math,Find the next shape in a pattern
D.4,Patterns,grade-2,Math,Complete a repeating pattern
D.5,Patterns,grade-2,Math,Make a repeating pattern
D.6,Patterns,grade-2,Math,Find the next row in a growing pattern
E.1,Addition - one digit,grade-2,Math,Review - add one-digit numbers - sums to 10
E.2,Addition - one digit,grade-2,Math,Review - ways to make a number - sums to 10
E.3,Addition - one digit,grade-2,Math,Review - writing addition sentences - sums to 10
E.4,Addition - one digit,grade-2,Math,Addition with pictures - sums to 20
E.5,Addition - one digit,grade-2,Math,Write addition sentences to describe pictures - sums to 20
E.6,Addition - one digit,grade-2,Math,Addition sentences using number lines - sums up to 20
E.7,Addition - one digit,grade-2,Math,Add one-digit numbers
E.8,Addition - one digit,grade-2,Math,Addition input/output tables - sums to 20
E.9,Addition - one digit,grade-2,Math,Add zero
E.10,Addition - one digit,grade-2,Math,Add doubles using models
E.11,Addition - one digit,grade-2,Math,Add doubles
E.12,Addition - one digit,grade-2,Math,Add doubles - complete the sentence
E.13,Addition - one digit,grade-2,Math,Addition word problems - one digit
E.14,Addition - one digit,grade-2,Math,Complete the addition sentence - one digit
E.15,Addition - one digit,grade-2,Math,Write the addition sentence - one digit
E.16,Addition - one digit,grade-2,Math,Balance addition equations - one digit
E.17,Addition - one digit,grade-2,Math,Addition equations: true or false?
E.18,Addition - one digit,grade-2,Math,Add three one-digit numbers
E.19,Addition - one digit,grade-2,Math,Add three one-digit numbers: word problems
E.20,Addition - one digit,grade-2,Math,Add four or more one-digit numbers
E.21,Addition - one digit,grade-2,Math,Add four or more one-digit numbers: word problems
E.22,Addition - one digit,grade-2,Math,Identify repeated addition in arrays: sums to 10
E.23,Addition - one digit,grade-2,Math,Write addition sentences for arrays: sums to 10
E.24,Addition - one digit,grade-2,Math,Identify repeated addition in arrays: sums to 25
E.25,Addition - one digit,grade-2,Math,Write addition sentences for arrays: sums to 25
F.1,Subtraction - one digit,grade-2,Math,Review - subtract one-digit numbers - up to 10
F.2,Subtraction - one digit,grade-2,Math,Review - ways to subtract - up to 10
F.3,Subtraction - one digit,grade-2,Math,Review - writing subtraction sentences - up to 10
F.4,Subtraction - one digit,grade-2,Math,Subtract doubles
F.5,Subtraction - one digit,grade-2,Math,Subtraction with pictures
F.6,Subtraction - one digit,grade-2,Math,Write subtraction sentences to describe pictures - up to 18
F.7,Subtraction - one digit,grade-2,Math,Subtraction sentences using number lines - numbers up to 20
F.8,Subtraction - one digit,grade-2,Math,Subtract a one-digit number from a two-digit number up to 18
F.9,Subtraction - one digit,grade-2,Math,Subtraction input/output tables - up to 18
F.10,Subtraction - one digit,grade-2,Math,Subtract zero/all
F.11,Subtraction - one digit,grade-2,Math,Subtraction word problems - up to 18
F.12,Subtraction - one digit,grade-2,Math,Complete the subtraction sentence - up to 18
F.13,Subtraction - one digit,grade-2,Math,Write the subtraction sentence - up to 18
F.14,Subtraction - one digit,grade-2,Math,Balance subtraction equations - up to 18
F.15,Subtraction - one digit,grade-2,Math,Subtraction equations: true or false?
G.1,Addition - two digits,grade-2,Math,Add multiples of 10
G.2,Addition - two digits,grade-2,Math,Write addition sentences to describe pictures
G.3,Addition - two digits,grade-2,Math,Add a two-digit and a one-digit number - without regrouping
G.4,Addition - two digits,grade-2,Math,Add a two-digit and a one-digit number - with regrouping
G.5,Addition - two digits,grade-2,Math,Add two two-digit numbers - without regrouping
G.6,Addition - two digits,grade-2,Math,Add two two-digit numbers - with regrouping
G.7,Addition - two digits,grade-2,Math,Addition input/output tables - up to two digits
G.8,Addition - two digits,grade-2,Math,Ways to make a number using addition
G.9,Addition - two digits,grade-2,Math,Addition word problems - up to two digits
G.10,Addition - two digits,grade-2,Math,Complete the addition sentence - up to two digits
G.11,Addition - two digits,grade-2,Math,Write the addition sentence - up to two digits
G.12,Addition - two digits,grade-2,Math,Balance addition equations - up to two digits
G.13,Addition - two digits,grade-2,Math,Add three numbers up to two digits each
G.14,Addition - two digits,grade-2,Math,Add three numbers up to two digits each: word problems
G.15,Addition - two digits,grade-2,Math,Add four or more numbers up to two digits each
G.16,Addition - two digits,grade-2,Math,Add four or more numbers up to two digits each: word problems
H.1,Subtraction - two digits,grade-2,Math,Subtract multiples of 10
H.2,Subtraction - two digits,grade-2,Math,Write subtraction sentences to describe pictures - up to two digits
H.3,Subtraction - two digits,grade-2,Math,Subtract a one-digit number from a two-digit number - without regrouping
H.4,Subtraction - two digits,grade-2,Math,Subtract a one-digit number from a two-digit number - with regrouping
H.5,Subtraction - two digits,grade-2,Math,Subtract two two-digit numbers - without regrouping
H.6,Subtraction - two digits,grade-2,Math,Subtract two two-digit numbers - with regrouping
H.7,Subtraction - two digits,grade-2,Math,Subtraction input/output tables - up to two digits
H.8,Subtraction - two digits,grade-2,Math,Ways to make a number using subtraction
H.9,Subtraction - two digits,grade-2,Math,Subtraction word problems - up to two digits
H.10,Subtraction - two digits,grade-2,Math,Complete the subtraction sentence - up to two digits
H.11,Subtraction - two digits,grade-2,Math,Write the subtraction sentence - up to two digits
H.12,Subtraction - two digits,grade-2,Math,Balance subtraction equations - up to two digits
I.1,Addition - three digits,grade-2,Math,Add multiples of 100
I.2,Addition - three digits,grade-2,Math,Add multiples of 10 or 100
I.3,Addition - three digits,grade-2,Math,Addition with three-digit numbers
I.4,Addition - three digits,grade-2,Math,Addition input/output tables - up to three digits
I.5,Addition - three digits,grade-2,Math,Addition word problems - up to three digits
I.6,Addition - three digits,grade-2,Math,Complete the addition sentence - up to three digits
I.7,Addition - three digits,grade-2,Math,Write the addition sentence - up to three digits
I.8,Addition - three digits,grade-2,Math,Balance addition equations - up to three digits
J.1,Subtraction - three digits,grade-2,Math,Subtract multiples of 100
J.2,Subtraction - three digits,grade-2,Math,Subtract multiples of 10 or 100
J.3,Subtraction - three digits,grade-2,Math,Subtract three-digit numbers
J.4,Subtraction - three digits,grade-2,Math,Subtraction input/output tables - up to three digits
J.5,Subtraction - three digits,grade-2,Math,Subtraction word problems - up to three digits
J.6,Subtraction - three digits,grade-2,Math,Complete the subtraction sentence - up to three digits
J.7,Subtraction - three digits,grade-2,Math,Write the subtraction sentence - up to three digits
J.8,Subtraction - three digits,grade-2,Math,Balance subtraction equations - up to three digits
K.1,Properties,grade-2,Math,Related addition facts
K.2,Properties,grade-2,Math,Related subtraction facts
K.3,Properties,grade-2,Math,Fact families
K.4,Properties,grade-2,Math,"Addition, subtraction, multiplication, and division terms"
K.5,Properties,grade-2,Math,Solve inequalities using addition and subtraction shortcuts
L.1,Mixed operations,grade-2,Math,Add and subtract numbers up to 20
L.2,Mixed operations,grade-2,Math,Addition and subtraction - ways to make a number - up to 20
L.3,Mixed operations,grade-2,Math,Addition and subtraction word problems - up to 20
L.4,Mixed operations,grade-2,Math,Addition and subtraction - balance equations - up to 20
L.5,Mixed operations,grade-2,Math,Addition and subtraction equations up to 20: true or false?
L.6,Mixed operations,grade-2,Math,Input/output tables - write the rule - up to 20
L.7,Mixed operations,grade-2,Math,Input/output tables - add and subtract by 10
L.8,Mixed operations,grade-2,Math,Add and subtract numbers up to 100
L.9,Mixed operations,grade-2,Math,Addition and subtraction - ways to make a number - up to 100
L.10,Mixed operations,grade-2,Math,Addition and subtraction word problems - up to 100
L.11,Mixed operations,grade-2,Math,Addition and subtraction - balance equations - up to 100
L.12,Mixed operations,grade-2,Math,Input/output tables - write the rule - up to 100
L.13,Mixed operations,grade-2,Math,Input/output tables - add and subtract by 100
L.14,Mixed operations,grade-2,Math,Input/output tables - add and subtract by 10 or 100
L.15,Mixed operations,grade-2,Math,Which sign (+ or -) makes the number sentence true?
L.16,Mixed operations,grade-2,Math,Write addition and subtraction sentences
L.17,Mixed operations,grade-2,Math,Inequalities with addition and subtraction - up to 100
M.1,Place values,grade-2,Math,Place value models - tens and ones
M.2,Place values,grade-2,Math,Place value models - up to hundreds
M.3,Place values,grade-2,Math,Place value models - up to thousands
M.4,Place values,grade-2,Math,Identify a digit up to the hundreds place
M.5,Place values,grade-2,Math,Place value - tens and ones
M.6,Place values,grade-2,Math,Place value - up to hundreds
M.7,Place values,grade-2,Math,Place value - up to thousands
M.8,Place values,grade-2,Math,Convert to/from a number - tens and ones
M.9,Place values,grade-2,Math,Regroup tens and ones - ways to make a number
M.10,Place values,grade-2,Math,Regroup tens and ones
M.11,Place values,grade-2,Math,Convert to/from a number - up to hundreds
M.12,Place values,grade-2,Math,Convert to/from a number - up to thousands
M.13,Place values,grade-2,Math,Convert between place values - up to thousands
M.14,Place values,grade-2,Math,Convert from expanded form - up to hundreds
M.15,Place values,grade-2,Math,Convert from expanded form - up to thousands
N.1,Estimation and rounding,grade-2,Math,Estimate to the nearest ten
N.2,Estimation and rounding,grade-2,Math,Round to the nearest ten
N.3,Estimation and rounding,grade-2,Math,Round to the nearest ten or hundred
N.4,Estimation and rounding,grade-2,Math,"Round to the nearest ten, hundred, or thousand"
N.5,Estimation and rounding,grade-2,Math,Estimate sums
O.1,Logical reasoning,grade-2,Math,Guess the number
P.1,Money,grade-2,Math,Names and values of common coins
P.2,Money,grade-2,Math,Names and values of all coins
P.3,Money,grade-2,Math,"Count money - pennies, nickels, and dimes only"
P.4,Money,grade-2,Math,Count money - up to $1
P.5,Money,grade-2,Math,Count money - up to $5
P.6,Money,grade-2,Math,Equivalent amounts of money - up to $1
P.7,Money,grade-2,Math,Exchanging money
P.8,Money,grade-2,Math,Comparing groups of coins
P.9,Money,grade-2,Math,Add money - up to $1
P.10,Money,grade-2,Math,Add money - up to $1: word problems
P.11,Money,grade-2,Math,Subtract money - up to $1
P.12,Money,grade-2,Math,Subtract money - up to $1: word problems
P.13,Money,grade-2,Math,Add and subtract money - up to $1
P.14,Money,grade-2,Math,Add and subtract money - up to $1: word problems
P.15,Money,grade-2,Math,Purchases - do you have enough money - up to $1
P.16,Money,grade-2,Math,Purchases - do you have enough money - up to $5
P.17,Money,grade-2,Math,Which picture shows more - up to $5
P.18,Money,grade-2,Math,Least number of coins
P.19,Money,grade-2,Math,How much more to make a dollar?
P.20,Money,grade-2,Math,Making change
Q.1,Time,grade-2,Math,Match digital clocks and times
Q.2,Time,grade-2,Math,Match analog clocks and times
Q.3,Time,grade-2,Math,Match analog and digital clocks
Q.4,Time,grade-2,Math,Read clocks and write times: hour and half hour
Q.5,Time,grade-2,Math,Read clocks and write times
Q.6,Time,grade-2,Math,"Time words:  o'clock, half, quarter"
Q.7,Time,grade-2,Math,A.M. or P.M.
Q.8,Time,grade-2,Math,Compare clocks
Q.9,Time,grade-2,Math,Elapsed time I
Q.10,Time,grade-2,Math,Elapsed time II
Q.11,Time,grade-2,Math,Time patterns
Q.12,Time,grade-2,Math,Days of the week
Q.13,Time,grade-2,Math,Months of the year
Q.14,Time,grade-2,Math,Seasons
Q.15,Time,grade-2,Math,Read a calendar
Q.16,Time,grade-2,Math,Number of days in each month
Q.17,Time,grade-2,Math,Relate time units
R.1,Data and graphs,grade-2,Math,Interpret tally charts and tables
R.2,Data and graphs,grade-2,Math,Interpret bar graphs I
